sub_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,sub_age,age,sub_gender,gender_at_birth
11722,fmri_session_quest_arm_1,,,,,,
11723,subject_informatio_arm_1,,,56.47,,Male,Male
11723,mock_scan_question_arm_1,,,,56,,
11723,fmri_session_quest_arm_1,,,,,,
11736,subject_informatio_arm_1,,,70.79,,Male,Male
11736,mock_scan_question_arm_1,,,,70,,
11736,fmri_session_quest_arm_1,,,,,,
11744,subject_informatio_arm_1,,,89.32,,Male,Male
11744,mock_scan_question_arm_1,,,,89,,
11744,fmri_session_quest_arm_1,,,,,,
11746,subject_informatio_arm_1,,,68.27,,Male,Male
11746,mock_scan_question_arm_1,,,,68,,
11746,fmri_session_quest_arm_1,,,,,,
11748,subject_informatio_arm_1,,,53.4,,Female,Female
11748,mock_scan_question_arm_1,,,,53,,
11748,fmri_session_quest_arm_1,,,,,,
11753,subject_informatio_arm_1,,,61.71,,Male,Male
11753,mock_scan_question_arm_1,,,,61,,
11753,fmri_session_quest_arm_1,,,,,,
11756,subject_informatio_arm_1,,,51.86,,Female,Female
11756,mock_scan_question_arm_1,,,,51,,
11756,fmri_session_quest_arm_1,,,,,,
11764,subject_informatio_arm_1,,,68.03,,Female,Female
11764,mock_scan_question_arm_1,,,,68,,
11764,fmri_session_quest_arm_1,,,,,,
11767,subject_informatio_arm_1,,,38.81,,Female,Female
11767,mock_scan_question_arm_1,,,,38,,
11767,fmri_session_quest_arm_1,,,,,,
11772,subject_informatio_arm_1,,,49.48,,Female,Female
11772,mock_scan_question_arm_1,,,,49,,
11772,fmri_session_quest_arm_1,,,,,,
11773,subject_informatio_arm_1,,,56.08,,Female,Female
11773,mock_scan_question_arm_1,,,,56,,
11773,fmri_session_quest_arm_1,,,,,,
11774,subject_informatio_arm_1,,,44.86,,Female,Female
11774,mock_scan_question_arm_1,,,,44,,
11774,fmri_session_quest_arm_1,,,,,,
11776,subject_informatio_arm_1,,,42.68,,Female,Female
11776,mock_scan_question_arm_1,,,,42,,
11776,fmri_session_quest_arm_1,,,,,,
11780,subject_informatio_arm_1,,,37.01,,Female,Female
11784,subject_informatio_arm_1,,,42.7,,Male,Male
11784,mock_scan_question_arm_1,,,,42,,
11784,fmri_session_quest_arm_1,,,,,,
11787,subject_informatio_arm_1,,,40.12,,Female,Female
11787,mock_scan_question_arm_1,,,,40,,
11787,fmri_session_quest_arm_1,,,,,,
11788,subject_informatio_arm_1,,,35.95,,Male,Male
11788,mock_scan_question_arm_1,,,,35,,
11788,fmri_session_quest_arm_1,,,,,,
11789,subject_informatio_arm_1,,,43.44,,Female,Female
11789,mock_scan_question_arm_1,,,,43,,
11789,fmri_session_quest_arm_1,,,,,,
11790,subject_informatio_arm_1,,,37.91,,Female,Female
11790,mock_scan_question_arm_1,,,,37,,
11790,fmri_session_quest_arm_1,,,,,,
11793,subject_informatio_arm_1,,,38.19,,Female,Female
11793,mock_scan_question_arm_1,,,,38,,
11793,fmri_session_quest_arm_1,,,,,,
11795,subject_informatio_arm_1,,,35.66,,Male,Male
11795,mock_scan_question_arm_1,,,,35,,
11795,fmri_session_quest_arm_1,,,,,,
11815,subject_informatio_arm_1,,,64.1,,Male,Male
11815,mock_scan_question_arm_1,,,,64,,
11822,subject_informatio_arm_1,,,,,Female,Female
11822,mock_scan_question_arm_1,,,,56,,
11822,fmri_session_quest_arm_1,,,,,,
11823,subject_informatio_arm_1,,,56.43,,Female,Female
11823,mock_scan_question_arm_1,,,,56,,
11823,fmri_session_quest_arm_1,,,,,,
11824,subject_informatio_arm_1,,,62.26,,Female,Female
11824,mock_scan_question_arm_1,,,,62,,
11828,subject_informatio_arm_1,,,78.17,,Male,Male
11828,mock_scan_question_arm_1,,,,,,
11828,fmri_session_quest_arm_1,,,,,,
11829,subject_informatio_arm_1,,,56.76,,Female,Female
11829,mock_scan_question_arm_1,,,,56,,
11829,fmri_session_quest_arm_1,,,,,,
11836,subject_informatio_arm_1,,,57.18,,Female,Female
11836,mock_scan_question_arm_1,,,,57,,
11836,fmri_session_quest_arm_1,,,,,,
11840,subject_informatio_arm_1,,,72.12,,Male,Male
11840,mock_scan_question_arm_1,,,,72,,
11840,fmri_session_quest_arm_1,,,,,,
11847,subject_informatio_arm_1,,,57.44,,Female,Female
11847,mock_scan_question_arm_1,,,,57,,
11847,fmri_session_quest_arm_1,,,,,,
11852,subject_informatio_arm_1,,,,,,
11853,subject_informatio_arm_1,,,64.65,,Female,Female
11853,mock_scan_question_arm_1,,,,64,,
11856,subject_informatio_arm_1,,,,,Male,Male
11856,mock_scan_question_arm_1,,,,,,
11861,subject_informatio_arm_1,,,26.05,,Male,Male
11861,mock_scan_question_arm_1,,,,25,,
11861,fmri_session_quest_arm_1,,,,,,
11866,subject_informatio_arm_1,,,28.74,,Male,Male
11866,mock_scan_question_arm_1,,,,28,,
11866,fmri_session_quest_arm_1,,,,,,
11867,subject_informatio_arm_1,,,25.72,,Male,Male
11867,mock_scan_question_arm_1,,,,25,,
11867,fmri_session_quest_arm_1,,,,,,
11870,subject_informatio_arm_1,,,28.36,,Male,Male
11870,mock_scan_question_arm_1,,,,28,,
11870,fmri_session_quest_arm_1,,,,,,
11872,subject_informatio_arm_1,,,27.98,,Male,Male
11872,mock_scan_question_arm_1,,,,27,,
11872,fmri_session_quest_arm_1,,,,,,
11873,subject_informatio_arm_1,,,34.07,,Male,Male
11876,subject_informatio_arm_1,,,,,Male,Female
11876,mock_scan_question_arm_1,,,,31,,
11877,subject_informatio_arm_1,,,26.77,,Male,Male
11877,mock_scan_question_arm_1,,,,26,,
11877,fmri_session_quest_arm_1,,,,,,
11881,subject_informatio_arm_1,,,,,Female,Female
11881,mock_scan_question_arm_1,,,,63,,
11885,subject_informatio_arm_1,,,57.38,,Female,Female
11891,subject_informatio_arm_1,,,72.88,,Female,Female
11891,mock_scan_question_arm_1,,,,72,,
11891,fmri_session_quest_arm_1,,,,,,
12182024kbit,mock_scan_question_arm_1,,,,,,
cogneuro,mock_scan_question_arm_1,,,,,,
Ishika_test,subject_informatio_arm_1,,,,,,
Ishika_test,mock_scan_question_arm_1,,,,19,,
izzy_kbit,subject_informatio_arm_1,,,19.47,,,
izzy_kbit,mock_scan_question_arm_1,,,,,,
Test,mock_scan_question_arm_1,,,,23,,
