subject	tg_level	tg_run	tg_cope	tg_zstat	tg_mask	ug_level	ug_run	ug_cope	ug_zstat	ug_mask
10723	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10723/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10741	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10741/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10748	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10748/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10767	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10767/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10777	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/cope11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/zstat11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10777/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/mask.nii.gz
10781	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10781/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10783	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10783/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10794	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10794/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10800	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10800/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10801	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10801/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10802	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10802/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10803	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/cope11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/zstat11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10803/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/mask.nii.gz
10804	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10804/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10817	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/cope11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/zstat11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10817/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/mask.nii.gz
10831	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/cope11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/stats/zstat11.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10831/ses-01/L1_task-ugr_model-3_type-act_run-1_sm-5.feat/mask.nii.gz
10834	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10834/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10838	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10838/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10843	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10843/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10850	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10850/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10854	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10854/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10857	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10857/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10860	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10860/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10863	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10863/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10875	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10875/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10887	L1	1	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/cope10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/stats/zstat10.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L1_task-trust_model-01_type-act_run-1_sm-5.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10887/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
10896	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-trust_model-01_type-act_sm-5.gfeat/cope10.feat/mask.nii.gz	L2	both	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/cope1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/stats/zstat1.nii.gz	/ZPOOL/data/projects/rf1-betrayal/derivatives/fsl/sub-10896/ses-01/L2_task-ugr_model-3_type-act_sm-5.gfeat/cope11.feat/mask.nii.gz
